building_code,open_schools,num_open_schools,top_school_enrolled,total_enrolled,primary_address,city,longitude,latitude,campus_name,room,sbhc_sponsor,schools_served,num_school_served,services_provided
K735,P.S. 245,1,P.S. 245,225,249 EAST 17TH STREET,BROOKLYN,-73.962743,40.644927,NA,NA,NA,NA,NA,NA
X401,Arturo A. Schomburg Satellite Academy Bronx|Bronx Regional High School|New Visions AIM Charter High School II,3,New Visions AIM Charter High School II,530,1010 REV. J. A. POLITE AVENUE,BRONX,-73.898265,40.823124,Bronx Regional Campus,101,Montefiore Medical Center,[D79] Lyfe|[D79] Pathways To Graduation|Arturo A. Schomburg Satellite Academy Bronx|Bronx Regional High School|New Visions Aim Charter High School Ii,5,School-based Health Center w/ Mental Health
X040,P.S. 179|Young Leaders Elementary School,2,P.S. 179,441,468 EAST 140 STREET,BRONX,-73.919773,40.80908,NA,NA,NA,NA,NA,School-based Mental Health Clinic
X884,Community School for Social Justice|Health Opportunities High School,2,Health Opportunities High School,439,350 Gerard Avenue,Bronx,-73.92996,40.815712,Health Opportunities Campus,361,Morris Heights Health Center,Community School For Social Justice|Health Opportunities High School,2,School-based Health Center w/ Mental Health
K175,Frederick Douglass Academy VII High School|Teachers Preparatory High School,2,Frederick Douglass Academy VII High School,415,226 BRISTOL STREET,BROOKLYN,-73.912102,40.665568,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K371,P.S. 371 - Lillian L. Rashkis,1,P.S. 371 - Lillian L. Rashkis,223,355 37 STREET,BROOKLYN,-74.005168,40.654306,NA,NA,NA,NA,NA,NA
K213,P.S. 213 New Lots,1,P.S. 213 New Lots,222,580 HEGEMAN AVENUE,BROOKLYN,-73.889968,40.659845,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X862,Mott Hall Charter School,1,Mott Hall Charter School,222,1260 FRANKLIN AVENUE,BRONX,-73.901859,40.83093,NA,NA,NA,NA,NA,NA
M034,P.S. 034 Franklin D. Roosevelt,1,P.S. 034 Franklin D. Roosevelt,220,730 East 12 Street,Manhattan,-73.975058,40.726008,NA,NA,NA,NA,NA,NA
XBBX,Storefront Academy Charter School,1,Storefront Academy Charter School,220,609 JACKSON AVENUE,BRONX,-73.908773,40.814952,NA,NA,NA,NA,NA,NA
Q228,The Ivan Lafayette Early Childhood School of the Arts,1,The Ivan Lafayette Early Childhood School of the Arts,219,32-63 93 STREET,QUEENS,-73.874947,40.756931,NA,NA,NA,NA,NA,NA
M751,Manhattan School for Career Development,1,Manhattan School for Career Development,219,113 EAST 4TH STREET,MANHATTAN,-73.987791,40.725892,NA,NA,NA,NA,NA,NA
K909,Gotham Professional Arts Academy,1,Gotham Professional Arts Academy,218,561 GRAND AVENUE,BROOKLYN,-73.961636,40.678591,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K075,P.S. 075 Mayda Cortiella,1,P.S. 075 Mayda Cortiella,218,95 GROVE STREET,BROOKLYN,-73.921336,40.693261,NA,NA,NA,NA,NA,NA
K081,P.S. 081 Thaddeus Stevens,1,P.S. 081 Thaddeus Stevens,216,990 DEKALB AVENUE,BROOKLYN,-73.935123,40.692866,NA,NA,NA,NA,NA,School Mental Health Specialist Program
MBNS,New York City Charter School of the Arts,1,New York City Charter School of the Arts,215,26 Broadway,MANHATTAN,-74.013303,40.705688,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K297,P.S. 297 Abraham Stockton,1,P.S. 297 Abraham Stockton,214,700 PARK AVENUE,BROOKLYN,-73.948166,40.697377,NA,NA,NA,NA,NA,NA
Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,1,P.S. Q222 - Fire Fighter Christopher A. Santora School,213,86-15 37 AVENUE,QUEENS,-73.879991,40.750442,NA,NA,NA,NA,NA,NA
KASZ,Urban Dove Team Charter School,1,Urban Dove Team Charter School,213,1256 EAST 21 STREET,BROOKLYN,-73.955038,40.622435,NA,NA,NA,NA,NA,NA
K763,The Maurice Sendak Community School,1,The Maurice Sendak Community School,212,211 8TH STREET,BROOKLYN,-73.987602,40.671145,NA,NA,NA,NA,NA,NA
KAKM,Imagine Me Leadership Charter School,1,Imagine Me Leadership Charter School,212,818 SCHENCK AVENUE,BROOKLYN,-73.883469,40.660077,NA,NA,NA,NA,NA,NA
KBXX,Ivy Hill Preparatory Charter School,1,Ivy Hill Preparatory Charter School,212,475 EAST 57 STREET,BROOKLYN,-73.922733,40.643897,NA,NA,NA,NA,NA,NA
Q383,The Ezra Jack Keats Pre-K Center,1,The Ezra Jack Keats Pre-K Center,211,132-10 JAMAICA AVENUE,QUEENS,-73.81995,40.701946,NA,NA,NA,NA,NA,NA
M112,P.S. 112 Jose Celso Barbosa,1,P.S. 112 Jose Celso Barbosa,210,535 EAST 119 STREET,MANHATTAN,-73.930528,40.796889,PS 112 Jose Celso Barbosa,113,East Harlem Council For Human Services/Boriken Neighborhood Health Center,P.S. 112 Jose Celso Barbosa|P.S. 206 Jose Celso Barbosa,2,NA
K971,"School of Math, Science, and Healthy Living",1,"School of Math, Science, and Healthy Living",210,6214 4TH AVENUE,BROOKLYN,-74.020343,40.639518,NA,NA,NA,NA,NA,NA
M154,P.S. 154 Harriet Tubman,1,P.S. 154 Harriet Tubman,209,250 WEST 127 STREET,MANHATTAN,-73.948902,40.810499,NA,NA,NA,NA,NA,"Community School MH, School-based Mental Health Clinic"
K308,P.S. 308 Clara Cardwell,1,P.S. 308 Clara Cardwell,209,616 QUINCY STREET,BROOKLYN,-73.935509,40.688323,NA,NA,NA,NA,NA,Community School MH
K068,I.S. 068 Isaac Bildersee,1,I.S. 068 Isaac Bildersee,209,956 EAST 82 STREET,BROOKLYN,-73.911215,40.635388,NA,NA,NA,NA,NA,School Response Team
KBXV,Cultural Arts Academy Charter School At Spring Creek,1,Cultural Arts Academy Charter School At Spring Creek,209,1400 LINDEN BOULEVARD,BROOKLYN,-73.908341,40.65452,NA,NA,NA,NA,NA,NA
KCVI,Brooklyn RISE Charter School,1,Brooklyn RISE Charter School,209,9 Hanover Place,BROOKLYN,-73.982131,40.688904,NA,NA,NA,NA,NA,NA
M136,Eagle Academy for Young Men of Harlem|Mott Hall High School,2,Eagle Academy for Young Men of Harlem,401,6 EDGECOMBE AVENUE,MANHATTAN,-73.947151,40.817228,Percy Ellis Sutton Educational Campus,119,New York-Presbyterian,Eagle Academy For Young Men Of Harlem|Mott Hall High School,2,School-based Health Center w/ Mental Health
K027,Red Hook Neighborhood School|Summit Academy Charter School,2,Summit Academy Charter School,293,27 HUNTINGTON STREET,BROOKLYN,-74.005151,40.677914,NA,NA,NA,NA,NA,NA
K256,P.S. 256 Benjamin Banneker,1,P.S. 256 Benjamin Banneker,205,114 KOSCIUSZKO STREET,BROOKLYN,-73.94961,40.690595,NA,NA,NA,NA,NA,NA
K728,Liberation Diploma Plus,1,Liberation Diploma Plus,205,2865 West 19th Street,Brooklyn,-73.985413,40.576976,NA,NA,NA,NA,NA,NA
Q051,P.S. 051,1,P.S. 051,204,87-45 117 STREET,QUEENS,-73.831532,40.698286,NA,NA,NA,NA,NA,NA
MAIV,Harbor Science and Arts Charter School,1,Harbor Science and Arts Charter School,204,132 EAST 111 STREET,MANHATTAN,-73.944449,40.795404,NA,NA,NA,NA,NA,NA
K026,Madiba Prep Middle School|P.S. 026 Jesse Owens,2,Madiba Prep Middle School,389,1014 LAFAYETTE AVENUE,BROOKLYN,-73.9317,40.6921,NA,NA,NA,NA,NA,NA
MAGD,Harlem Village Academy West 2 Charter School,1,Harlem Village Academy West 2 Charter School,200,74 WEST 124 STREET,MANHATTAN,-73.945603,40.80669,NA,NA,NA,NA,NA,NA
M047,47 The American Sign Language and English Secondary School|The 47 American Sign Language & English Lower School,2,47 The American Sign Language and English Secondary School,378,223 EAST 23 STREET,MANHATTAN,-73.981329,40.738374,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M129,P.S. 129 John H. Finley|School of Earth Exploration and Discovery Harlem (SEED Harlem),2,P.S. 129 John H. Finley,324,425 WEST 130 STREET,MANHATTAN,-73.95202,40.814914,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K682,The School of Creativity and Innovation,1,The School of Creativity and Innovation,199,736 48TH STREET,BROOKLYN,-74.004306,40.643018,NA,NA,NA,NA,NA,NA
M911,Harlem Renaissance High School,1,Harlem Renaissance High School,198,22 East 128 Street,Manhattan,-73.939974,40.807692,NA,NA,NA,NA,NA,NA
Q156,P.S. 156 Laurelton|Queens United Middle School,2,Queens United Middle School,366,229-02 137 AVENUE,QUEENS,-73.743327,40.672259,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K299,P.S. 299 Thomas Warren Field,1,P.S. 299 Thomas Warren Field,195,88 WOODBINE STREET,BROOKLYN,-73.917899,40.690755,NA,NA,NA,NA,NA,NA
M464,P.S. 150,1,P.S. 150,194,28-42 Trinity Place - Manhattan,New York,-74.01091,40.70927,NA,NA,NA,NA,NA,NA
M001,P.S. 001 Alfred E. Smith,1,P.S. 001 Alfred E. Smith,193,8 HENRY STREET,MANHATTAN,-73.997478,40.71255,NA,NA,NA,NA,NA,NA
K335,P.S. 335 Granville T. Woods|The Brooklyn Green School,2,The Brooklyn Green School,363,130 Rochester Avenue,Brooklyn,-73.928673,40.674491,NA,NA,NA,NA,NA,"Community School MH, School Mental Health Specialist Program"
K165,P.S. 165 Ida Posner,1,P.S. 165 Ida Posner,192,76 LOTT AVENUE,BROOKLYN,-73.910938,40.657061,NA,NA,NA,NA,NA,Community School MH
X779,P.S. 315 Lab School,1,P.S. 315 Lab School,190,2865 CLAFLIN AVENUE,BRONX,-73.900068,40.873659,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K012,Dr. Jacqueline Peek-Davis School|Ronald Edmonds Learning Center II,2,Dr. Jacqueline Peek-Davis School,329,430 HOWARD AVENUE,BROOKLYN,-73.920095,40.673124,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K232,"The Middle School of Media, Law and Fine Arts",1,"The Middle School of Media, Law and Fine Arts",190,905 WINTHROP STREET,BROOKLYN,-73.929,40.6584,NA,NA,NA,NA,NA,Community School MH
Q419,MS 419,1,MS 419,190,111-10 Astoria Boulevard,Queens,-73.85871,40.75944,NA,NA,NA,NA,NA,NA
R046,P.S. 046 Albert V. Maniscalco,1,P.S. 046 Albert V. Maniscalco,190,41 REID AVENUE,STATEN ISLAND,-74.080829,40.594455,NA,NA,NA,NA,NA,NA
X209,P.S. 209,1,P.S. 209,189,313 East 183 Street,Bronx,-73.897635,40.856834,NA,NA,NA,NA,NA,NA
K778,El Puente Academy for Peace and Justice,1,El Puente Academy for Peace and Justice,189,250 Hooper Street,Brooklyn,-73.955741,40.70554,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X211,Providing Urban Learners Success In Education High School,1,Providing Urban Learners Success In Education High School,188,560 East 179 Street,Bronx,-73.8937,40.8486,NA,NA,NA,NA,NA,NA
K211,I.S. 211 John Wilson,1,I.S. 211 John Wilson,188,1001 EAST 100 STREET,BROOKLYN,-73.895224,40.642931,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M133,P.S. 133 Fred R Moore,1,P.S. 133 Fred R Moore,186,2121 5 AVENUE,MANHATTAN,-73.939178,40.809665,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X120,M.S. 301 Paul L. Dunbar,1,M.S. 301 Paul L. Dunbar,186,890 CAULDWELL AVENUE,BRONX,-73.906739,40.822291,NA,NA,NA,NA,NA,Community School MH
K667,M.S. 935|P.S. 938,2,M.S. 935,325,76 Dinsmore Place,Brooklyn,-73.8761,40.680957,NA,NA,NA,NA,NA,NA
K834,P.S. 372 -The Children's School,1,P.S. 372 -The Children's School,186,512 CARROLL STREET,BROOKLYN,-73.9855,40.676198,NA,NA,NA,NA,NA,NA
M155,P.S. 155 William Paca|Renaissance School of the Arts,2,P.S. 155 William Paca,335,319 EAST 117 STREET,MANHATTAN,-73.935895,40.797507,PS 155 William Paca,118,East Harlem Council For Human Services/Boriken Neighborhood Health Center,P.S. 155 William Paca|Renaissance School Of The Arts,2,"Community School MH, School-based Health Center w/ Mental Health"
M101,Mosaic Preparatory Academy,1,Mosaic Preparatory Academy,184,141 EAST 111 STREET,MANHATTAN,-73.944546,40.796098,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M134,P.S. 134 Henrietta Szold,1,P.S. 134 Henrietta Szold,182,293 EAST BROADWAY,MANHATTAN,-73.983854,40.714248,NA,NA,NA,NA,NA,NA
X206,I.S. 206 Ann Mersereau,1,I.S. 206 Ann Mersereau,182,2280 AQUEDUCT AVENUE,BRONX,-73.906285,40.859534,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M015,P.S. 015 Roberto Clemente,1,P.S. 015 Roberto Clemente,180,333 EAST 4 STREET,MANHATTAN,-73.978747,40.722075,NA,NA,NA,NA,NA,Community School MH
XBPS,Emblaze Academy Charter School,1,Emblaze Academy Charter School,180,1164 Garrison Avenue,Bronx,-73.88819,40.820102,NA,NA,NA,NA,NA,NA
K781,West Brooklyn Community High School,1,West Brooklyn Community High School,178,1053 41st Street,Brooklyn,-73.992151,40.642619,NA,NA,NA,NA,NA,NA
K093,P.S. 093 William H. Prescott|Restoration Academy,2,P.S. 093 William H. Prescott,270,31 NEW YORK AVENUE,BROOKLYN,-73.946381,40.679079,NA,NA,NA,NA,NA,"Community School MH, H+H School"
K018,P.S. 018 Edward Bush,1,P.S. 018 Edward Bush,175,101 MAUJER STREET,BROOKLYN,-73.946695,40.71088,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M371,Thurgood Marshall Academy Lower School,1,Thurgood Marshall Academy Lower School,174,276 West 151 Street,Manhattan,-73.937833,40.825831,NA,NA,NA,NA,NA,NA
K749,The Little Brooklyn Pre-K Center,1,The Little Brooklyn Pre-K Center,173,173-177 25TH STREET,BROOKLYN,-74.015671,40.70565,NA,NA,NA,NA,NA,NA
R470,Concord High School,1,Concord High School,172,109 RHINE AVENUE,STATEN ISLAND,-74.087072,40.61062,NA,NA,NA,NA,NA,NA
MACU,KIPP Beyond Charter School,1,KIPP Beyond Charter School,172,535 WEST 121 STREET,MANHATTAN,-73.960755,40.811098,NA,NA,NA,NA,NA,NA
X147,I.S. 313 School of Leadership Development|I.S. 339,2,I.S. 313 School of Leadership Development,335,1600 WEBSTER AVENUE,BRONX,-73.904353,40.840536,PS 147 Campus,108,Montefiore Medical Center,I.S. 313 School Of Leadership Development|I.S. 339,2,Community School MH
Q225,Waterside School For Leadership,1,Waterside School For Leadership,169,190 BEACH 110 STREET,ROCKAWAY PARK,-73.83109,40.580907,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M646,The Judith S. Kaye School,1,The Judith S. Kaye School,168,321 East 96 Street,Manhattan,-73.945647,40.784112,NA,NA,NA,NA,NA,NA
M920,Satellite Academy High School,1,Satellite Academy High School,167,120 West 30 Street,Manhattan,-73.990562,40.747425,NA,NA,NA,NA,NA,NA
X972,Bronx Arena High School,1,Bronx Arena High School,166,1440 Story Avenue,Bronx,-73.881187,40.820486,NA,NA,NA,NA,NA,NA
M121,P.S. 38 Roberto Clemente,1,P.S. 38 Roberto Clemente,165,232 EAST 103 STREET,MANHATTAN,-73.944762,40.788668,PS 38 Roberto Clemente Campus,156,Mount Sinai Pediatrics,Harlem Prep Charter School|P.S. 38 Roberto Clemente,2,Community School MH
K397,P.S. 397 Foster-Laurie,1,P.S. 397 Foster-Laurie,164,490 FENIMORE STREET,BROOKLYN,-73.946358,40.658663,NA,NA,NA,NA,NA,NA
K907,Aspirations Diploma Plus High School|Brownsville Academy High School|New Visions AIM Charter High School I,3,Aspirations Diploma Plus High School,405,1150 East New York Avenue,Brooklyn,-73.923881,40.666251,NA,NA,NA,NA,NA,Community School MH
K091,P.S. 091 The Albany Avenue School,1,P.S. 091 The Albany Avenue School,163,532 ALBANY AVENUE,BROOKLYN,-73.940707,40.661806,NA,NA,NA,NA,NA,NA
X170,P.S. 170,1,P.S. 170,162,1598 TOWNSEND AVENUE,BRONX,-73.913253,40.844367,NA,NA,NA,NA,NA,NA
K364,I.S. 364 Gateway,1,I.S. 364 Gateway,162,1426 FREEPORT LOOP,BROOKLYN,-73.881115,40.646211,NA,NA,NA,NA,NA,School Response Team
M510,Cascades High School|Forsyth Satellite Academy,2,Forsyth Satellite Academy,285,198 Forsyth Street,Manhattan,-73.990468,40.722415,NA,NA,NA,NA,NA,NA
K221,P.S. 221 Toussaint L'Ouverture,1,P.S. 221 Toussaint L'Ouverture,159,791 EMPIRE BOULEVARD,BROOKLYN,-73.935753,40.663964,NA,NA,NA,NA,NA,NA
K191,P.S. 191 Paul Robeson,1,P.S. 191 Paul Robeson,158,1600 PARK PLACE,BROOKLYN,-73.924127,40.67173,NA,NA,NA,NA,NA,NA
K054,P.S. 054 Samuel C. Barnes,1,P.S. 054 Samuel C. Barnes,157,195 SANDFORD STREET,BROOKLYN,-73.952504,40.692616,NA,NA,NA,NA,NA,H+H School
X099,"Metropolitan High School, The",1,"Metropolitan High School, The",156,1180 REV. J.A. POLITE AVE.,BRONX,-73.896925,40.827539,NA,NA,NA,NA,NA,Community School MH
K041,Mott Hall IV|P.S. 041 Francis White,2,P.S. 041 Francis White,282,411 Thatford Avenue,Brooklyn,-73.906925,40.660455,NA,NA,NA,NA,NA,School Mental Health Specialist Program
Q106,Lighthouse Elementary School,1,Lighthouse Elementary School,153,180 BEACH 35 STREET,QUEENS,-73.766846,40.594738,NA,NA,NA,NA,NA,School Mental Health Specialist Program
M501,The Urban Assembly School for Global Commerce,1,The Urban Assembly School for Global Commerce,152,2005 MADISON AVENUE,MANHATTAN,-73.938714,40.807019,NA,NA,NA,NA,NA,NA
X781,The Bronx STEM and Arts Academy,1,The Bronx STEM and Arts Academy,152,695 East 182 Street,Bronx,-73.886997,40.850674,NA,NA,NA,NA,NA,NA
K852,P.S. 326,1,P.S. 326,152,1800 Utica Avenue,Brooklyn,-73.92825,40.628417,NA,NA,NA,NA,NA,NA
QAOC,Achievement First Legacy Charter School,1,Achievement First Legacy Charter School,151,118-49 MONTAUK STREET,QUEENS,-73.763477,40.688259,NA,NA,NA,NA,NA,NA
K860,East Brooklyn Community High School,1,East Brooklyn Community High School,150,9517 KINGS HIGHWAY,BROOKLYN,-73.920658,40.659914,NA,NA,NA,NA,NA,Community School MH
M102,P.S. 102 Jacques Cartier,1,P.S. 102 Jacques Cartier,149,315 EAST 113 STREET,MANHATTAN,-73.938418,40.795,NA,NA,NA,NA,NA,School-based Mental Health Clinic
K874,I.S. 340,1,I.S. 340,149,227 Sterling Place,Brooklyn,-73.970315,40.676357,NA,NA,NA,NA,NA,H+H School
K520,Brooklyn Frontiers High School,1,Brooklyn Frontiers High School,147,112 SCHERMERHORN STREET,BROOKLYN,-73.989369,40.690007,NA,NA,NA,NA,NA,NA
K260,The Fresh Creek School,1,The Fresh Creek School,147,875 WILLIAMS AVENUE,BROOKLYN,-73.893294,40.653368,NA,NA,NA,NA,NA,NA
K190,Legacy School of the Arts|P.S. 190 Sheffield,2,Legacy School of the Arts,278,590 SHEFFIELD AVENUE,BROOKLYN,-73.894877,40.662243,NA,NA,NA,NA,NA,NA
K150,P.S. 150 Christopher,1,P.S. 150 Christopher,145,364 SACKMAN STREET,BROOKLYN,-73.90514,40.668768,NA,NA,NA,NA,NA,NA
Q595,Queens Satellite High School for Opportunity,1,Queens Satellite High School for Opportunity,143,162-02 HILLSIDE AVENUE,QUEENS,-73.799532,40.708204,NA,NA,NA,NA,NA,NA
M223,Sisulu-Walker Charter School of Harlem,1,Sisulu-Walker Charter School of Harlem,143,71-111 Convent Ave,Manhattan,-73.951292,40.816626,NA,NA,NA,NA,NA,School Mental Health Specialist Program
X159,P.S. 159 Luis Munoz Marin Biling,1,P.S. 159 Luis Munoz Marin Biling,142,2315 WASHINGTON AVENUE,BRONX,-73.893136,40.85568,NA,NA,NA,NA,NA,NA
K137,P.S. 137 Rachel Jean Mitchell,1,P.S. 137 Rachel Jean Mitchell,142,121 SARATOGA AVENUE,BROOKLYN,-73.916641,40.682248,NA,NA,NA,NA,NA,NA
K399,P.S. 399 Stanley Eugene Clark,1,P.S. 399 Stanley Eugene Clark,136,2707 ALBEMARLE ROAD,BROOKLYN,-73.951664,40.648277,NA,NA,NA,NA,NA,NA
X886,Girls Preparatory Charter School of the Bronx II,1,Girls Preparatory Charter School of the Bronx II,136,124 EAMES PLACE,BRONX,-73.901821,40.869142,NA,NA,NA,NA,NA,NA
K806,Khalil Gibran International Academy,1,Khalil Gibran International Academy,135,362 SCHERMERHORN STREET,BROOKLYN,-73.979829,40.686147,NA,NA,NA,NA,NA,School Mental Health Specialist Program
K287,P.S. 287 Bailey K. Ashford,1,P.S. 287 Bailey K. Ashford,134,50 NAVY STREET,BROOKLYN,-73.98112,40.697856,NA,NA,NA,NA,NA,NA
K242,Lenox Academy M. S. 961|Olympus Academy,2,Olympus Academy,NA,755 East 100 Street,Brooklyn,-73.898607,40.645965,NA,NA,NA,NA,NA,NA
Q792,North Queens Community High School,1,North Queens Community High School,122,141-25 77 Road,Queens,-73.819664,40.720586,NA,NA,NA,NA,NA,NA
K825,South Brooklyn Community High School,1,South Brooklyn Community High School,121,173 Conover Street,Brooklyn,-74.014363,40.677968,NA,NA,NA,NA,NA,NA
M905,"Ballet Tech, NYC Public School for Dance",1,"Ballet Tech, NYC Public School for Dance",114,890 BROADWAY,MANHATTAN,-73.989481,40.738521,NA,NA,NA,NA,NA,NA
KAHN,Brownsville Collegiate Charter School,1,Brownsville Collegiate Charter School,114,140 MONTROSE AVENUE,BROOKLYN,-73.943784,40.706973,NA,NA,NA,NA,NA,NA
KAKN,East Brooklyn Ascend Charter School,1,East Brooklyn Ascend Charter School,109,260 SHEPHERD AVENUE,BROOKLYN,-73.882046,40.678185,NA,NA,NA,NA,NA,NA
XCKH,Success Academy Charter School – Bronx 5 Lower|Success Academy Charter School – Bronx 5 Upper,2,Success Academy Charter School – Bronx 5 Lower,166,604 East 139 Street,Bronx,-73.9154,40.80657,NA,NA,NA,NA,NA,NA
KAMH,Collegiate Academy for Mathematics and Personal Awareness Charter School,1,Collegiate Academy for Mathematics and Personal Awareness Charter School,107,1962-84 LINDEN BLVD.,BROOKLYN,-73.888775,40.65787,NA,NA,NA,NA,NA,NA
K458,Brooklyn Academy High School,1,Brooklyn Academy High School,105,832 MARCY AVENUE,BROOKLYN,-73.947873,40.684654,NA,NA,NA,NA,NA,H+H School
X582,Garden of Learning and Discovery Pre-K Center,1,Garden of Learning and Discovery Pre-K Center,104,1434 OGDEN AVENUE,BRONX,-73.923408,40.843541,NA,NA,NA,NA,NA,NA
K319,P.S. 319,1,P.S. 319,104,360 KEAP STREET,BROOKLYN,-73.953881,40.709632,NA,NA,NA,NA,NA,NA
Q361,The CIVIC School of Bayside Hills,1,The CIVIC School of Bayside Hills,103,56-10 214 Street,Queens,-73.764969,40.74982,NA,NA,NA,NA,NA,NA
MAFI,Amber Charter School Inwood,1,Amber Charter School Inwood,102,532 WEST 215 STREET,MANHATTAN,-73.917643,40.870372,NA,NA,NA,NA,NA,NA
XBAM,Family Life Academy Charter Schools High School,1,Family Life Academy Charter Schools High School,101,890 WASHINGTON AVENUE,BRONX,-73.910799,40.823662,NA,NA,NA,NA,NA,NA
X088,P.S. X088 - S. Silverstein Little Sparrow School,1,P.S. X088 - S. Silverstein Little Sparrow School,96,1340 SHERIDAN AVENUE,BRONX,-73.913523,40.837019,NA,NA,NA,NA,NA,NA
X484,Cultivating Hearts and Minds Pre-K Center,1,Cultivating Hearts and Minds Pre-K Center,96,1946 Boston Road,Bronx,-73.880683,40.839536,NA,NA,NA,NA,NA,NA
M807,Harvey Milk High School,1,Harvey Milk High School,95,2-10 ASTOR PLACE,MANHATTAN,-73.992343,40.729661,NA,NA,NA,NA,NA,NA
M389,Success Academy Charter School - Harlem 6,1,Success Academy Charter School - Harlem 6,95,461 West 131 Street,Manhattan,-73.95357,40.816158,NA,NA,NA,NA,NA,NA
RAMT,Staten Island Hebrew Public Charter School,1,Staten Island Hebrew Public Charter School,84,829 Father Capodanno Boulevard,Staten Is,-74.083349,40.575888,NA,NA,NA,NA,NA,NA
